Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A2GF_006_Line_Y_500m,MOD16A2GF_006_Sample_X_500m,MOD16A2GF_006_ET_500m,MOD16A2GF_006_PET_500m,MOD16A2GF_006_ET_QC_500m,MOD16A2GF_006_ET_QC_500m_bitmask,MOD16A2GF_006_ET_QC_500m_MODLAND,MOD16A2GF_006_ET_QC_500m_MODLAND_Description,MOD16A2GF_006_ET_QC_500m_Sensor,MOD16A2GF_006_ET_QC_500m_Sensor_Description,MOD16A2GF_006_ET_QC_500m_DeadDetector,MOD16A2GF_006_ET_QC_500m_DeadDetector_Description,MOD16A2GF_006_ET_QC_500m_CloudState,MOD16A2GF_006_ET_QC_500m_CloudState_Description,MOD16A2GF_006_ET_QC_500m_SCF_QC,MOD16A2GF_006_ET_QC_500m_SCF_QC_Description
LLK,1,14.081605555,100.42191388,2018-04-15,h27v07,1420.0,1777.0,14.4,50.8,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-04-23,h27v07,1420.0,1777.0,12.0,28.2,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-01,h27v07,1420.0,1777.0,14.3,30.4,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-09,h27v07,1420.0,1777.0,13.2,28.1,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-17,h27v07,1420.0,1777.0,13.6,29.2,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-05-25,h27v07,1420.0,1777.0,15.0,28.4,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
LLK,1,14.081605555,100.42191388,2018-06-02,h27v07,1420.0,1777.0,17.4,29.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-06-10,h27v07,1420.0,1777.0,23.9,43.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-06-18,h27v07,1420.0,1777.0,25.8,47.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-06-26,h27v07,1420.0,1777.0,18.5,30.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-04,h27v07,1420.0,1777.0,18.9,28.2,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-12,h27v07,1420.0,1777.0,18.7,25.7,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-20,h27v07,1420.0,1777.0,19.2,27.9,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-07-28,h27v07,1420.0,1777.0,18.1,27.8,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-08-05,h27v07,1420.0,1777.0,17.7,25.1,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-08-13,h27v07,1420.0,1777.0,17.6,27.2,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
LLK,1,14.081605555,100.42191388,2018-08-21,h27v07,1420.0,1777.0,16.9,24.9,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-08-29,h27v07,1420.0,1777.0,17.3,28.1,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-09-06,h27v07,1420.0,1777.0,16.4,25.3,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-09-14,h27v07,1420.0,1777.0,17.4,28.2,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-09-22,h27v07,1420.0,1777.0,13.8,30.4,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-09-30,h27v07,1420.0,1777.0,16.5,29.4,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-10-08,h27v07,1420.0,1777.0,15.0,32.4,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-10-16,h27v07,1420.0,1777.0,18.5,32.3,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-10-24,h27v07,1420.0,1777.0,19.9,48.7,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-11-01,h27v07,1420.0,1777.0,15.0,51.9,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-11-09,h27v07,1420.0,1777.0,17.3,37.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-11-17,h27v07,1420.0,1777.0,18.0,46.9,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-11-25,h27v07,1420.0,1777.0,25.9,45.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-12-03,h27v07,1420.0,1777.0,29.9,43.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-12-11,h27v07,1420.0,1777.0,27.0,38.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-12-19,h27v07,1420.0,1777.0,21.3,48.6,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2018-12-27,h27v07,1420.0,1777.0,14.7,27.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-01-01,h27v07,1420.0,1777.0,18.9,36.1,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-01-09,h27v07,1420.0,1777.0,14.7,31.5,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-01-17,h27v07,1420.0,1777.0,14.3,49.5,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-01-25,h27v07,1420.0,1777.0,11.4,53.1,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-02-02,h27v07,1420.0,1777.0,9.2,37.8,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-02-10,h27v07,1420.0,1777.0,8.2,45.3,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-02-18,h27v07,1420.0,1777.0,7.9,57.6,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-02-26,h27v07,1420.0,1777.0,6.9,57.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-03-06,h27v07,1420.0,1777.0,5.6,63.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-03-14,h27v07,1420.0,1777.0,7.4,51.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-03-22,h27v07,1420.0,1777.0,7.1,33.8,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-03-30,h27v07,1420.0,1777.0,9.6,44.9,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-04-07,h27v07,1420.0,1777.0,12.5,50.2,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-04-15,h27v07,1420.0,1777.0,13.9,48.1,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-04-23,h27v07,1420.0,1777.0,17.4,55.8,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-05-01,h27v07,1420.0,1777.0,13.8,32.1,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-05-09,h27v07,1420.0,1777.0,12.8,27.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-05-17,h27v07,1420.0,1777.0,17.6,47.3,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-05-25,h27v07,1420.0,1777.0,17.1,33.5,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-06-02,h27v07,1420.0,1777.0,15.2,30.4,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-06-10,h27v07,1420.0,1777.0,18.0,25.4,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-06-18,h27v07,1420.0,1777.0,16.9,34.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-06-26,h27v07,1420.0,1777.0,17.3,26.5,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-07-04,h27v07,1420.0,1777.0,16.8,30.2,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-07-12,h27v07,1420.0,1777.0,16.2,30.1,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-07-20,h27v07,1420.0,1777.0,16.0,26.7,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-07-28,h27v07,1420.0,1777.0,18.3,28.9,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-08-05,h27v07,1420.0,1777.0,19.0,26.2,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-08-13,h27v07,1420.0,1777.0,18.5,28.2,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-08-21,h27v07,1420.0,1777.0,17.9,26.7,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-08-29,h27v07,1420.0,1777.0,16.1,19.9,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
LLK,1,14.081605555,100.42191388,2019-09-06,h27v07,1420.0,1777.0,21.0,33.2,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-09-14,h27v07,1420.0,1777.0,22.3,34.1,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-09-22,h27v07,1420.0,1777.0,26.0,46.1,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-09-30,h27v07,1420.0,1777.0,22.0,42.4,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-10-08,h27v07,1420.0,1777.0,24.1,45.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-10-16,h27v07,1420.0,1777.0,24.1,50.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-10-24,h27v07,1420.0,1777.0,21.7,48.4,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-11-01,h27v07,1420.0,1777.0,23.2,45.7,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-11-09,h27v07,1420.0,1777.0,20.3,47.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-11-17,h27v07,1420.0,1777.0,18.1,52.7,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-11-25,h27v07,1420.0,1777.0,20.1,48.8,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-12-03,h27v07,1420.0,1777.0,12.4,42.9,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-12-11,h27v07,1420.0,1777.0,13.4,46.7,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-12-19,h27v07,1420.0,1777.0,13.5,49.6,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
LLK,1,14.081605555,100.42191388,2019-12-27,h27v07,1420.0,1777.0,8.2,30.8,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
